,Title,Budget,Movie ID,Revenue
3001,PC-4L,500,716146,0
3004,Black and Blue,12000000,578189,22741061
3014,Money for Nothing,11000000,55448,1044824
3018,Smart People,7000000,12890,10569964
3024,Madea's Family Reunion,6000000,16781,57231524
3036,Inkheart,60000000,2309,62803180
3040,Lady in the Water,70000000,9697,72785169
3043,Mean Streets,500000,203,3000000
3045,Jumanji: The Next Level,125000000,512200,796575993
3067,Paul Blart: Mall Cop,26000000,14560,183293131
3068,Philadelphia,26000000,9800,206678440
3070,Race to Witch Mountain,50000000,13836,106303988
3071,Rain Man,25000000,380,354825435
3074,Scream 3,40000000,4234,161834276
3075,Shorts,40000000,25132,28972508
3077,Starsky & Hutch,60000000,9384,170268750
3080,Swordfish,102000000,9705,147080413
3081,Taxi Driver,1300000,103,28262574
3084,The Book of Eli,80000000,20504,157107755
3085,The Brothers Grimm,88000000,4442,105316267
3086,The Forbidden Kingdom,55000000,1729,127906624
3088,The Pink Panther,65000000,12096,158851357
3090,The War Against Women,283534,356644,0
3092,Angamaly Diaries,610000,442000,3100000
3104,Gemini Man,138000000,453405,173469516
3107,Loving Annabelle,900000,19344,0
3117,Sarvopari Palakkaran,470000,466998,0
3119,Socha Na Tha,1500000,21555,2400000
3125,Traitor,22000000,13291,23530831
3131,Zoo,4000000,472553,0
3134,Code 46,7500000,2577,0
3152,The Players Club,4500000,19848,23261485
3153,The Nutty Professor,54000000,9327,128769345
3155,The Invisible Guest,4000000,411088,30000000
3158,The Bourne Ultimatum,70000000,2503,442824138
3167,The Deep End,5500,736690,0
3172,Limitless,27000000,51876,161849455
3184,Solo: A Star Wars Story,250000000,348350,392952373
3186,The Monster,2700000,340103,0
3191,The Conjuring,13000000,138843,319494638
3194,A Ghost Story,100000,428449,1596371
3195,"Live Twice, Love Once",1450000,613090,368430
3196,The Tourist,100000000,37710,278731369
3211,Mara,5000000,514277,470901
3217,Blackadder: Back & Forth,4250000,194113,0
3218,In Order of Disappearance,4161012,252822,0
3220,Dracula,40000000,6114,215862692
3225,Lionheart,6000000,9399,24271196
3235,The Hundred-Foot Journey,22000000,228194,88880821
3241,Swiss Army Man,3000000,347031,4210454
3242,The Incredibles,92000000,9806,631442092
3244,Virsa,580000,107565,1600000
3251,Ferris Bueller's Day Off,6000000,9377,70136369
3252,Occupation,6000000,503346,0
3255,Ant-Man and the Wasp,140000000,363088,622674139
3261,Holy Camp!,3144622,426338,2963886
3264,Star Wars: The Force Awakens,245000000,140607,2068223624
3277,iBoy,1500000,414190,0
3282,A Futile and Stupid Gesture,10000000,391710,0
3292,Jurassic World: Fallen Kingdom,170000000,351286,1303459585
3296,Acts of Vengeance,10000000,445954,320705
3299,Hotel Transylvania 3: Summer Vacation,80000000,400155,100176000
3307,Presumed Innocent,22000000,11092,221303188
3308,Planet 51,70000000,16866,104945765
3309,The Iceman,20000000,68812,1969193
3319,Justice League,300000000,141052,657924295
3322,Pink Floyd: The Wall,12000000,12104,22244207
3324,Half Girlfriend,7445000,413884,12805400
3327,Déjà Vu,75000000,7551,180557550
3328,Monty Python and the Holy Grail,400000,762,5028948
3334,Step Sisters,10000000,431072,0
3337,The Bling Ring,15000000,96936,19145732
3345,Suave Patria,2000000,131978,3423685
3356,Godzilla,160000000,124905,529076069
3362,Get Him to the Greek,40000000,32823,90029656
3364,Hop,63000000,50359,183953723
3365,Jezebel,1250000,1976,0
3366,Legend,24500000,11976,15502112
3368,Steve Jobs,30000000,321697,34441873
3370,Skyline,10000000,42684,66984887
3371,A Serious Man,7000000,12573,31430334
3372,Dallas Buyers Club,5000000,152532,55736588
3376,Big Fat Liar,15000000,11870,52970014
3378,Eye for an Eye,20000000,17182,26877589
3380,MindGamers,22800000,362583,0
3382,Only the Brave,38000000,395991,25754775
3407,Operation Chromite,12700000,407887,49196532
3410,Rip Tide,3400000,457262,0
3418,Welcome to Sarajevo,9000000,14905,334319
3424,Ip Man 4: The Finale,52000000,449924,0
3425,Ip Man 2,12902809,37472,36000000
3428,The Master,32000000,68722,28258060
3432,Camp X-Ray,1000000,244506,59744
3438,13 Sins,5000000,155084,13809
3440,The Fighter,25000000,45317,93617009
3441,Aquarius,762241,377273,285930
3447,Becoming Jane,16500000,2977,37311672
3456,Zoom,75600000,14113,12506188
3461,Solo: A Star Wars Story,250000000,348350,392952373
3471,The Evil Dead,350000,764,29400000
3480,21 Bridges,33000000,535292,47088457
3481,A Cinderella Story,19000000,11247,70067909
3483,American Beauty,15000000,14,356296601
3484,Arthur Christmas,10000000,51052,0
3486,As Good as It Gets,50000000,2898,314178011
3490,Catch Me If You Can,52000000,640,352114312
3492,Center Stage,18000000,10560,17200925
3493,Charlie and the Chocolate Factory,150000000,118,474968763
3494,Chasing Amy,250000,2255,12021272
3496,Chitty Chitty Bang Bang,10000000,11708,0
3497,Chloe,14000000,28211,11808880
3498,City of God,3300000,598,30641770
3499,Click,82500000,9339,240685326
3500,Cloverfield,25000000,7191,170764026
3501,Coach Carter,30000000,7214,76669806
3502,Dinner for Schmucks,69000000,38778,86387857
3503,Donnie Brasco,35000000,9366,124909762
3507,Event Horizon,60000000,8413,26673242
3509,Final Destination 3,25000000,9286,117719158
3510,Final Destination 2,26000000,9358,90426405
3511,Final Destination 3,25000000,9286,117719158
3512,Free Willy,20000000,1634,153698625
3513,Friday the 13th,550000,4488,59754601
3517,Ghost Rider,110000000,1250,228738393
3519,Godzilla,160000000,124905,529076069
3520,Hairspray,50000000,2976,90450008
3521,Harold and Maude,1200000,343,0
3522,Hitch,70000000,8488,368100420
3523,Hunt to Kill,2300000,46713,0
3524,Inception,160000000,27205,825532764
3527,Jimmy Neutron: Boy Genius,25000000,12589,80936232
3528,Julie & Julia,40000000,24803,129540499
3529,Kate & Leopold,48000000,11232,76019048
3530,Kill Bill: Vol. 1,30000000,24,180899045
3531,Kill Bill: Vol. 2,30000000,393,152159461
3532,Kingpin,27000000,11543,25023434
3533,Kiss the Girls,27000000,9437,60527873
3534,La Bamba,6500000,16620,54215416
3535,Legend of the Guardians: The Owls of Ga'Hoole,80000000,41216,140073390
3538,Magnolia,37000000,334,48451803
3541,The Young Messiah,18500000,318850,6490401
3542,Monster-in-Law,43000000,4379,154749918
3544,My Girl,17000000,4032,59489799
3545,New York Minute,30000000,11025,23400000
3547,Pan's Labyrinth,19000000,1417,83258226
3548,Paranormal Activity,15000,23827,193355800
3549,Patriot Games,45000000,9869,178051587
3553,Resident Evil: Afterlife,60000000,35791,300228084
3557,Scary Movie,19000000,4247,278019771
3560,Sliver,40000000,867,116300000
3561,Snow Day,130000000,15489,62500000
3563,Strictly Ballroom,3000000,10409,33946224
3564,Stuart Little,133000000,10137,300135367
3565,Stuart Little 2,120000000,10996,169956806
3566,Sweeney Todd: The Demon Barber of Fleet Street,50000000,13885,152000000
3567,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,25000000,1497,78656813
3568,Teenage Mutant Ninja Turtles,13500000,1498,201965915
3569,Terminator 3: Rise of the Machines,200000000,296,435000000
3570,Terminator Salvation,200000000,534,371353001
3571,The Amityville Horror,19000000,10065,108047131
3573,The Circle,18000000,339988,20497844
3575,The Crying Game,3705538,11386,62548947
3576,The Dukes of Hazzard,50000000,6519,110803676
3578,The Final Destination,40000000,19912,186167139
3579,The Invention of Lying,18500000,23082,31912793
3580,The Lord of the Rings: The Return of the King,94000000,122,1118888979
3581,The Lord of the Rings: The Two Towers,79000000,121,926287400
3582,The Mask of Zorro,95000000,9342,250288523
3583,The Naked Gun 2½: The Smell of Fear,23000000,37137,86930411
3584,The Naked Gun: From the Files of Police Squad!,12000000,37136,78756177
3585,The Natural,28000000,11393,47951979
3586,The Original Kings of Comedy,13000000,23618,38251106
3587,The Peacemaker,50000000,6623,110463140
3588,The Ring,48000000,565,249348933
3589,The Talented Mr. Ripley,40000000,1213,128798265
3591,Tremors 2: Aftershocks,4000000,11069,0
3593,Tremors 4: The Legend Begins,5000000,10891,0
3595,True Grit,38000000,44264,252276927
3596,Up in the Air,25000000,22947,163670000
3597,What Lies Beneath,100000000,2655,291420351
3598,Wild Wild West,170000000,8487,222104681
3599,Willy Wonka & the Chocolate Factory,3000000,252,4000000
3600,Wyatt Earp,63000000,12160,25052000
3601,Yes Man,70000000,10201,223241637
3602,A Perfect Ending,175000,107257,0
3603,Across the Universe,45000000,4688,29625761
3604,Babel,25000000,1164,135330182
3606,Black Hawk Down,92000000,855,172989651
3607,Chappie,49000000,198184,104399548
3608,Christmas with the Kranks,60000000,13673,0
3609,Daddy Day Care,60000000,10708,164433867
3612,Hell or High Water,12000000,338766,37589296
3613,Indiana Jones and the Kingdom of the Crystal Skull,185000000,217,786636033
3614,Indiana Jones and the Last Crusade,48000000,89,474171806
3615,Raiders of the Lost Ark,18000000,85,389925971
3616,Indiana Jones and the Temple of Doom,28000000,87,333000000
3617,Jay and Silent Bob Strike Back,22000000,2294,33788161
3618,Jersey Boys,40000000,209451,67347013
3621,Last Night,7000000,23830,7644937
3622,"Lock, Stock and Two Smoking Barrels",1350000,100,28356188
3624,Mona Lisa Smile,65000000,11820,0
3626,Perfect Stranger,60795000,7183,73090611
3628,Pulp Fiction,8000000,680,214179088
3631,Tears of the Sun,75000000,9567,86468162
3632,The Boy in the Striped Pajamas,12500000,757839,40416563
3633,The Crow,15000000,9495,94000000
3639,xXx: State of the Union,60000000,11679,71073932
3655,Heartthrob,4000000,496230,90000000
3661,Justin Bieber: Never Say Never,13000000,54518,98441954
3671,Monster High: Fright On!,500000,227257,0
3680,Sanai Choughade,1,605796,0
3683,The Age of Shadows,9620000,363579,53165427
3688,The Trigger Effect,8000000,58770,0
3689,The Vault,5000000,416160,5728
3698,Bee Movie,150000000,5559,287594577
3703,The House in Between,60000,699337,0
3709,Udta Punjab,5980000,398535,14900000
3735,Turbo: A Power Rangers Movie,10000000,6499,17979739
3746,The Ritual,10000000,433808,1785977
3749,When We First Met,10000000,433310,0
3758,6 Days,1500000,347984,0
3759,Blinky Bill the Movie,12796917,339669,0
3761,Jack and the Cuckoo-Clock Heart,33,204436,0
3769,Act of Valor,12000000,75674,81272766
3770,Welcome to Willits,6400000,406112,0
3771,Woody Woodpecker,10000000,462883,0
3776,Safe,30000000,72387,40346186
3781,The Cloverfield Paradox,45000000,384521,0
3787,Erased,12000000,106021,0
3824,Our Idiot Brother,5000000,59968,24816118
3829,Winnie the Pooh,30000000,51162,14460000
3831,"Crouching Tiger, Hidden Dragon: Sword of Destiny",20000000,263341,0
3833,Blue Ruin,420000,188166,993313
3834,Dolphin Tale 2,36000000,227735,52424533
3838,Operações Especiais,6000000,363925,0
3851,Timeline,80000000,9562,43935763
3860,The Prince,18000000,241254,0
3876,The Forgotten,42000000,10145,117592831
3877,Abraham Lincoln: Vampire Hunter,69000000,72331,116471580
3885,Mirzya,6750000,403540,1500000
3898,Spy Kids: All the Time in the World,27000000,56288,85564310
3903,Memoir of a Murderer,125000,432836,0
3904,Witching & Bitching,8000000,179538,0
3907,Tini: The New Life of Violetta,19201483,360365,17000172
3921,Three,5069632,377213,4817642
3924,The Super,2300000,463022,0
3927,Irreplaceable You,10000000,450489,0
3929,Milk,20000000,10139,54586584
3931,Iron Man 3,200000000,68721,1214811252
3940,Chameli,1000000,33067,0
3947,Never Heard,4000000,547454,0
3961,Fakta Ladh Mhana,10,86279,0
3969,Solomon Kane,45000000,32985,19652185
3978,The Fury of a Patient Man,1200000,411638,1813729
3997,Clouds of Sils Maria,6600000,246860,1851517
3999,Stronger Than The World: The Story of José Aldo,1842300,372518,0
4006,About a Boy,27000000,245,129000000
4009,Billy Elliot,5000000,71,109280263
4010,Camp X-Ray,1000000,244506,59744
4026,Malicious,3500000,426375,0
4028,Ninja Assassin,40000000,22832,60462347
4030,Personal Shopper,6000000,340676,1305195
4037,The Edge of Seventeen,9000000,376660,18803648
4042,Velvet Buzzsaw,21000000,463684,0
4048,Æon Flux,62000000,8202,53321673
4057,The Master,32000000,68722,28258060
4060,Newness,10000000,434203,0
4069,Happy New Year,25000000,277432,0
4078,Paris Is Burning,500000,31225,3779620
4086,It Comes at Night,5000000,418078,19280931
4088,Captive State,25000000,429471,5958315
4091,Spectral,70000000,324670,0
4094,From Paris with Love,52000000,26389,52826594
4095,Saaho,51000000,454292,55000000
4101,Delhi Belly,4090000,67109,18035000
4105,Jaane Tu... Ya Jaane Na,2300000,14467,11100000
4106,Lagaan: Once Upon a Time in India,5200000,19666,8100000
4108,Peepli Live,2270000,44549,6900000
4110,Like Stars on Earth,2600000,7508,28430000
4112,Kickboxer: Vengeance,17000000,308529,0
4116,Imagine That,55000000,19724,0
4122,Mowgli: Legend of the Jungle,175000000,407436,0
4127,Kingsman: The Secret Service,81000000,207703,414351546
4130,Celebrity Marriage,2000000,665531,30000000
4132,Marriage Story,19000000,492188,2300000
4138,The Rum Diary,45000000,23514,24000000
4150,The Model,4000000,348677,0
4152,I'll Be Home for Christmas,30000000,17037,0
4167,Mercenary for Justice,15000000,13722,0
4170,Aarakshan,6100000,72152,7900000
4175,Amar Akbar Anthony,10000000,364776,0
4187,Child's Play,10000000,533642,44902237
4191,Die Another Day,140000000,36669,431971116
4192,Don Jon,3000000,138697,0
4197,GoldenEye,58000000,710,352194034
4199,Heartbreakers,10000000,10833,0
4206,Judwaa 2,10000000,456565,34500000
4223,Red Dawn,65000000,60747,44806783
4234,The World Is Not Enough,135000000,36643,361832400
4235,Tomorrow Never Dies,110000000,714,333011068
4283,Mother Teresa of Calcutta,7000000,47277,15000000
4284,You Only Live Twice,9500000,667,111584787
4304,Lawless,26000000,82633,53676580
4307,Shelter,500000,17483,142666
4325,Fifty Shades Freed,55000000,337167,368307760
4326,Blitz Patrollie,840,198444,0
4329,The Gift,10000000,2046,12008642
4330,The Secret Life of Pets 2,80000000,412117,155152550
4340,Left Behind,16000000,218043,19682924
4357,Avengers: Infinity War,300000000,299536,2046239637
4371,Watership Down,1000000,11837,3713768
4377,Jacob's Ladder,25000000,2291,25965144
4380,Mr. Church,8000000,374461,0
4383,Bright,90000000,400106,0
4389,Bird Box,19800000,405774,0
4394,Perfume: The Story of a Murderer,50000000,1427,132180323
4400,Hotel Desire,230758,82023,0
4404,Hitman: Agent 47,35000000,249070,81967450
4412,23:59,600000,107227,1208479
4416,Lang Tong,363000,443526,0
4426,The Magic Snowflake,10000000,305387,0
4430,Teefa in Trouble,1500000,506971,3062477
4431,The Lobster,4000000,254320,15656193
4432,Jab Harry Met Sejal,16600000,441906,0
4436,White Girl,700000,336011,200242
4437,Yoga Hosers,5000000,290825,0
4453,The Humanity Bureau,6000000,456048,17544173
4458,Lilly the Witch The Dragon and the Magic Book,10000000,30144,0
4460,Skin Trade,10000000,327833,0
4463,Burlesque,55000000,42297,89519773
4465,The Danish Girl,15000000,306819,64191523
4467,Andhadhun,4500000,534780,40000000
4471,Kill the Messenger,5000000,245916,5218973
4472,Maps to the Stars,15000000,157851,1338365
4473,One Day,15000000,51828,59389433
4475,The Theory of Everything,15000000,266856,123726688
4478,Barry Lyndon,11000000,3175,20000000
4485,Bangistan,3600000,352099,830000
4489,Dil Chahta Hai,2079000,14752,4099000
4490,Dil Dhadakne Do,13000000,338065,22000000
4491,Don Jon,3000000,138697,0
4492,Don 2,11000000,41109,2900000
4493,Fukrey,2200000,199139,5200000
4494,Molly's Game,30000000,396371,59284015
4497,Honeymoon Travels Pvt. Ltd.,1400000,46386,2500000
4500,Karthik Calling Karthik,2800000,34764,3900000
4501,Lakshya,4500000,21175,4600000
4502,Luck by Chance,2300000,16344,3000000
4504,Rock On!!,7000000,19672,0
4510,Zindagi Na Milegi Dobara,7700000,61202,160000000
4521,Sad Hill Unearthed,170000,508466,22834
4529,Black and Blue,12000000,578189,22741061
4530,Blackway,8000000,359790,16458
4534,Christmas Inheritance,10000000,449755,0
4545,Pottersville,10000000,413990,0
4561,The Hunchback of Notre Dame,1800000,31685,6877900
4567,Zoom,75600000,14113,12506188
4572,Roma,15000000,426426,1140769
4579,6 Underground,150000000,509967,0
4583,Seven and a Half Dates,2000000,665215,300000
4584,Silent Hill: Revelation 3D,20000000,61012,52302796
4585,The 9th Precinct,1413543,615137,1862261
4587,The Tokyo Trial,3,382635,0
4600,Standoff,8000000,344041,0
4606,The Ridiculous 6,60000000,347969,0
4612,The Trotsky,6400000,46584,0
4613,Nobel Son,4000000,15676,333912
4616,A Night at the Roxbury,17000000,9429,30331165
4617,Austin Powers in Goldmember,63000000,818,296655431
4618,Austin Powers: International Man of Mystery,16500000,816,67683989
4619,Austin Powers: The Spy Who Shagged Me,33000000,817,312016858
4621,Cut Bank,5000000,276902,0
4629,Martin Lawrence Live: Runteldat,3000000,20337,19184015
4631,Primal Fear,30000000,1592,102616183
4637,The Adventures of Sharkboy and Lavagirl,50000000,14199,69425966
4638,The Bachelor,51000000,2020,36911617
4639,The Departed,90000000,1422,291465034
4648,Alita: Battle Angel,170000000,399579,404852543
4650,Blind Detective,11000000,194523,0
4658,A Haunted House,2500000,139038,60141683
4660,Hellboy,50000000,456740,44664690
4667,Once a Gangster,2000000,41980,0
4671,Set It Off,9000000,9400,41590886
4672,Seven Pounds,55000000,11321,168167691
4684,Hisss,10000000,47655,0
4688,Oggy and the Cockroaches: Vol. 2,1,167176,1
4693,Tezz,7500000,85992,3800000
4708,K-9,17000000,10345,78247647
4727,The Family,30000000,112205,36894225
4731,Perdida,667000,513223,0
4735,Million Dollar Baby,30000000,70,216763646
4736,Judy Moody and the Not Bummer Summer,20000000,60062,14166853
4738,Let's Eat,33000,748201,0
4751,The Pursuit of Happyness,55000000,1402,307077295
4776,Operation Mekong,30200000,415214,173000000
4779,The Little Prince,64000000,309809,97571250
4788,Message from the King,10000000,301355,0
4792,Chennai Express,18000000,205022,62000000
4797,The Laws of Thermodynamics,4380014,437029,0
4801,Back to School,11000000,15596,91258000
4814,"Big Mommas: Like Father, Like Son",32000000,38322,83615414
4816,The Invisible Guardian,5000000,392207,0
4830,3 Generations,10000000,300667,0
4838,Blue Is the Warmest Color,4300000,152584,10165694
4844,Inuyasha the Movie: Affections Touching Across Time,10540,42360,0
4849,Death Note,40000000,351460,0
4850,Pekak,96727,414101,0
4854,The Fanatic,18000000,509853,3153
4884,Bareilly Ki Barfi,2740700,467106,8050806
4888,Toilet: A Love Story,3700000,441875,13800000
4894,Gangs of New York,100000000,3131,193772504
4902,For Greater Glory: The True Story of Cristiada,12000000,96399,9622846
4904,Now and Then,12000000,9263,27400000
4907,7 Khoon Maaf,2200000,56338,2900000
4909,Concussion,35000000,321741,50363790
4917,Lost Highway,15000000,638,3675201
4918,I Hate Luv Storys,4400000,40777,12000000
4919,Joker,55000000,475557,1074251311
4921,Main Aurr Mrs Khanna,2200000,24604,3600000
4922,Mohenjo Daro,17000000,402672,16000000
4925,Rang De Basanti,2200000,7913,11502151
4926,Rowdy Rathore,6700000,102632,31000000
4930,Thank You,13100000,61400,4100000
4935,Kelly's Heroes,4000000,11589,5200000
4936,Hide and Seek,30000000,11096,122650962
4937,Railroad Tigers,50000000,377447,102205175
4941,Peter Rabbit,50000000,381719,351266433
4950,The Motive,2691410,437036,0
4952,Ultraviolet,30000000,9920,31070211
4979,Martial Arts of Shaolin,10000000,37032,0
4980,Mr. Virgin,100000,692307,0
4991,Wish I Was Here,5500000,231576,5483299
4999,Hostiles,55000000,384680,29819114
5005,Barbecue,6000000,250349,14348529
5012,Behind Enemy Lines,40000000,8007,91753202
5014,John Wick: Chapter 3 - Parabellum,55000000,458156,326709727
5023,The Iron Lady,13000000,71688,115890699
5043,Afflicted,318000,210947,121179
5051,Demonic,3000000,234212,3387000
5054,3 Idiots,9000000,20453,70000000
5057,Clash of the Titans,125000000,18823,493214993
5061,Four Weddings and a Funeral,6000000,712,254700832
5063,Jackie Brown,12000000,184,39673162
5064,Jupiter Ascending,176000003,76757,183987723
5069,Panic Room,48000000,4547,197079546
5071,Rocky,1000000,1366,117235147
5072,Rocky II,7000000,1367,85182160
5073,Rocky III,17000000,1371,270000000
5074,Rocky IV,31000000,1374,300473716
5075,Rocky V,42000000,1375,119946358
5076,Rumor Has It...,70000000,2800,88933562
5079,Something's Gotta Give,80000000,6964,266728738
5080,Space Cowboys,65000000,5551,128884132
5083,Wazir,5200000,275269,9200000
5085,Bean,18000000,1281,251212670
5092,Big Hero 6,165000000,177572,657827828
5094,Initial D,1549000,16411,7096000
5095,The Invisible Man,7000000,570670,130234661
5103,Mahabharat,7000000,503928,210000
5120,The Informant!,22000000,11323,35424826
5131,Cloud Atlas,102000000,83542,130482868
5138,Handsome Devil,1050000,412202,0
5148,Raising the Bar,600000,396289,0
5177,Movie 43,6000000,87818,32438988
5181,Look Who's Back,3196621,318917,25513752
5193,The Lighthouse of the Orcas,6000000,430161,0
5196,Queen of the Desert,15000000,157843,1592853
5205,Troy,175000000,652,497409852
5208,Backfire,100000,560955,0
5220,Day of the Dead: Bloodline,8000000,485415,0
5244,The Outsiders,10000000,227,33697647
5249,14 Blades,20000000,34179,0
5252,Tango & Cash,55000000,9618,63408614
5256,Mississippi Burning,15000000,1632,34604000
5269,Out of Africa,31000000,606,128499205
5285,Kon-Tiki,16600000,70667,0
5290,Season of the Witch,40000000,23047,91627228
5294,Kickboxer: Retaliation,13000000,447665,4537
5298,Goosebumps 2: Haunted Halloween,35000000,442062,92503612
5304,The Ugly Truth,38000000,20943,321682600
5308,Dear Zindagi,4300000,413543,3376375
5310,The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,10000000,404791,0
5319,Fangboner,2000,362443,0
5335,Tramps,2000000,412209,0
5352,The D Train,447524,308638,771317
5358,Lunatics: A Love Story,650000,31564,0
5383,De film van Dylan Haegens,800000,540632,0
5388,The Messengers,16000000,9966,55060212
5390,21 Bridges,33000000,535292,47088457
5391,About Time,12000000,122906,87100449
5392,Evan Almighty,175000000,2698,173000000
5396,Cirque du Freak: The Vampire's Assistant,40000000,24418,28169671
5398,Manglehorn,4000000,254905,143101
5407,Shabd,2500000,21905,3100000
5410,Beyond Skyline,20000000,271404,992181
5431,Michael Jackson's Thriller,1100000,92060,0
5434,Our Lovers,1400000,381707,0
5444,Lost in Space,80000000,2157,136159423
5447,Band Aid,10000000,426230,248370
5461,Kevin Hart: What Now?,9900000,339927,23600000
5473,Fracture,10000000,6145,91354215
5474,Get Smart,80000000,11665,230685453
5475,A Hedgehog's Visit,300,400195,0
5482,P.S. I Love You,30000000,6023,156835339
5484,Penelope,15000000,7985,21156270
5487,Sherlock Holmes,90000000,10528,524028679
5488,Spy Kids,35000000,10054,147934180
5489,Spy Kids 3-D: Game Over,38000000,12279,197011982
5491,The Bye Bye Man,7400000,292280,26667197
5496,The Trust,9000000,301608,0
5499,Avengers: Infinity War,300000000,299536,2046239637
5503,An American Tail,9000000,4978,84542002
5514,Little Buddha,35000000,1689,4858139
5524,How to Make an American Quilt,10000000,11861,23574130
5529,Herbie Fully Loaded,50000000,11451,66002004
5533,Metro,55000000,8860,31987563
5534,Om Shanti Om,9100000,8079,37707444
5539,Shah Rukh Khan Ki Maut,1431,584150,0
5541,Schindler's List,22000000,424,321365567
5542,Secret in Their Eyes,19500000,290751,34854990
5544,The Duchess,17759769,12783,43306325
5553,Couples Counseling,161690,428327,0
5560,Joe Cocker: Mad Dog with Soul,335000,450494,0
5567,Razia Sultan,100000,231799,100000
5575,Toro,4000000,364615,1903083
5585,Safe Haven,28000000,112949,97594140
5589,Elite Squad,4000000,7347,14759148
5591,Once Upon a Time… in Hollywood,95000000,466272,374251247
5594,Batman: Gotham by Gaslight,1000000,471474,3469151
5635,Scream,14000000,4232,173046663
5656,Zoo,4000000,472553,0
5657,Double Jeopardy,70000000,10398,177841558
5673,Baby Driver,34000000,339403,226945087
5704,Star Trek,150000000,13475,385680446
5724,Bleach,3598902,420426,4001919
5743,Goosebumps,58000000,257445,158162788
5752,Stomp the Yard,13000000,1931,75511123
5764,Mars Attacks!,70000000,75,101371017
5767,The Deep End,5500,736690,0
5770,Grand Hotel,700000,33680,2594000
5781,Batman: Bad Blood,3500000,366924,0
5787,Supernatural Activity,350000,127421,0
5789,The Arrested Development Documentary Project,75000,191024,0
5792,Supergirl,35000000,9651,14296438
5797,She's Gotta Have It,175000,27995,7137503
5801,Velvet Buzzsaw,21000000,463684,0
5802,Richie Rich's Christmas Wish,6000000,73961,0
5803,Broken Arrow,50000000,9208,150270147
5806,The Colony,16000000,178809,0
5809,Inspector Gadget,75000000,332,0
5812,Singin' in the Rain,2540800,872,7200000
5815,Sherlock Holmes,90000000,10528,524028679
5825,Love and Monsters,30000000,590223,0
5835,Wake Up Sid,3000000,21297,11000000
5836,Yu-Gi-Oh! The Movie,20000000,11052,29170410
5843,Trailer Park Boys: The Movie,5000000,9958,3833507
5854,The Words,6000000,83686,13231461
5858,The Angry Birds Movie 2,65000000,454640,131359052
5872,Final Destination 3,25000000,9286,117719158
5880,Little Witch Academia: The Enchanted Parade,625000,347413,0
5884,Dope,700000,308639,17986781
5892,Terminator: Dark Fate,185000000,290859,261119292
5897,Shooter,61000000,7485,95696996
5905,Aquarius,762241,377273,285930
5912,Retribution,4670099,351145,0
5959,Central Intelligence,50000000,302699,216972543
5979,Intersection,45000000,46717,21355893
5992,Mission: Impossible - Rogue Nation,150000000,177677,682330139
6008,Taken 3,48000000,260346,325771424
6020,Lemony Snicket's A Series of Unfortunate Events,140000000,11774,209073645
6022,The Paper,6000000,12280,0
6027,The Inbetweeners Movie,4478250,69798,88823111
6030,Mighty Morphin Power Rangers: The Movie,15000000,9070,66000000
6033,The Break-Up,52000000,9767,205668210
6051,Bordertown,21000000,4351,0
6067,Spartacus,12000000,967,60000000
6072,From Dusk Till Dawn,19000000,755,25836616
6092,Borderline,3700000,69492,0
6100,Broken Flowers,10000000,308,46720491
6110,The Apartment,3000000,284,25000000
6114,Wanted,75000000,8909,341432090
6115,Outlander,50000000,10529,7033683
6117,Sonic the Hedgehog,85000000,454626,306766470
6135,Chef,11000000,212778,45967935
6147,Van Helsing,160000000,7131,300257475
6156,Dear White People,1000000,114750,0
6160,El Camino: A Breaking Bad Movie,6000000,559969,0
6166,Jericho Mansions,6200000,74494,0
6228,Kikoriki. Legend of the Golden Dragon,6300000,377883,0
